ID,RA[hr],Dec[deg],dist[pc],rhm[pc],mass[Msun],age[Myr],[Fe/H],sigma_v0_z[km/s],OpSimID,OpSimRA[deg],OpSimDec[deg]
Morgan_8,05 36 27.000,-06 25 12.000,314.0,1.7898612760935884,28.5,15.848931924611142,-0.49741747181964574,0.11471103151116367,2338.0,84.37673,-6.798907
[KPS2012]_MWSC_1083,07 03 59.000,-06 23 06.000,2972.0,1.1624872205556296,39.0,184.07720014689582,-0.49741747181964574,0.16650629259585012,2414.0,106.393407,-5.090318
[KPS2012]_MWSC_0771,06 09 59.000,-06 19 12.000,1627.0,1.2178437548678025,30.5,707.9457843841373,-0.49741747181964574,0.1438621591476472,2368.0,93.714569,-5.984247
NGC_6705,18 51 03.840,-06 16 19.200,1863.7142857142856,2.504623309135144,2534.4386896015194,197.8885782578135,0.122,0.9144545538442346,2323.0,281.807665,-7.207725
[KPR2005]_30,06 57 05.040,-06 13 48.000,861.68,1.761801338775849,50.95036170291906,129.56851050946227,-0.49741747181964574,0.15459221116183416,2296.0,104.763512,-7.570151
C_0701-060,07 04 06.480,-06 07 58.800,2099.5333333333333,1.1683643528272918,32.625,398.10717055349687,-0.49741747181964574,0.15190726768756627,2414.0,106.393407,-5.090318
[KPS2012]_MWSC_0705,06 01 15.000,-06 05 06.000,1661.0,0.9410610833069384,27.0,1717.9083871575858,-0.49741747181964574,0.1539803903391569,2360.0,90.585745,-6.262114
C_1832-068,18 32 53.000,-06 02 06.000,1569.0,1.3654611797002634,20.0,891.2509381337442,-0.49741747181964574,0.11001901696835978,2331.0,278.715509,-7.027631
C_1845-059,18 48 08.640,-05 52 33.600,1804.833333333333,1.2772156448492884,103.5,84.58840526287511,-0.49741747181964574,0.25877987645598977,2323.0,281.807665,-7.207725
Wit_1,07 00 23.000,-05 49 48.000,1952.0,2.232713550590971,23.5,2.2387211385683377,-0.49741747181964574,0.0932631045467205,2414.0,106.393407,-5.090318
M_48,08 13 38.880,-05 43 33.600,750.5428571428572,4.350050319549819,1136.8073463953356,384.50168354601954,0.08666666666666667,0.4647171890013431,2370.0,122.285391,-5.984247
[KPS2012]_MWSC_1149,07 14 17.520,-05 39 28.800,2992.066666666667,1.2788611577158977,20.33333333333333,116.14486138403414,-0.49741747181964574,0.11462650024242857,2410.0,109.606629,-5.090321
[KPR2005]_38,07 27 00.000,-05 32 42.000,534.5,2.7862788937127,27.3151707987642,300.73037791512263,-0.49741747181964574,0.0900082066503469,2400.0,112.811465,-5.208598
[KPS2012]_MWSC_0996,06 50 28.560,-05 26 38.400,3820.366666666667,1.3626219389591294,25.33333333333333,39.81071705534969,-0.49741747181964574,0.12395125301625598,2402.0,103.188542,-5.208598
Teutsch_145,18 42 28.080,-05 14 56.400,2314.333333333333,0.7908807343060649,24.16666666666667,530.8844442309878,-0.49741747181964574,0.15890783797016544,2445.0,280.209808,-4.576897
[KPS2012]_MWSC_0913,06 34 32.000,-05 14 42.000,2038.0,1.088678508139399,46.0,794.3282347242822,-0.49741747181964574,0.1868622320808159,2388.0,100.005213,-5.419953
NGC_6704,18 50 44.880,-05 12 10.800,2379.366666666667,1.4029538000896935,31.5,56.9539057874222,-0.49741747181964574,0.1362153445137209,2429.0,283.321999,-4.728603
[KPS2012]_MWSC_1325,07 44 33.000,-05 09 36.000,2398.0,3.5797225521871767,45.0,446.68359215096353,-0.49741747181964574,0.10192342617333854,2394.0,115.994805,-5.419897
NGC_2250,06 33 41.000,-05 04 48.000,1338.0,1.144035042451572,33.0,312.607936712395,-0.49741747181964574,0.15439376125834595,2388.0,100.005213,-5.419953
C_0700-050,07 03 26.400,-05 01 15.600,1984.16,0.9610024070234184,38.7,79.97216420057417,-0.49741747181964574,0.18242555907956315,2414.0,106.393407,-5.090318
[KPS2012]_MWSC_1042,06 58 46.000,-04 55 48.000,1881.0,1.0148697957231687,37.0,242.66100950824142,-0.49741747181964574,0.1735753859049183,2402.0,103.188542,-5.208598
[AL67]_Cl*_5,18 44 18.960,-04 55 51.600,3530.866666666667,2.0797780522752265,39.333333333333336,1.0,-0.49741747181964574,0.12501563236356406,2445.0,280.209808,-4.576897
[BDS2003]_90,06 59 38.000,-04 51 36.000,2661.0,3.413652949250658,20.0,15.848931924611142,-0.49741747181964574,0.069582135910546,2414.0,106.393407,-5.090318
NGC_6682,18 39 39.000,-04 48 00.000,1304.0,3.2071563052245557,26.0,3.1622776601683795,-0.49741747181964574,0.08185006938696562,2445.0,280.209808,-4.576897
NGC_2232,06 27 33.120,-04 44 56.400,346.5571428571429,2.2029144277307737,57.092692810156244,32.250922487254755,0.06,0.14634702255536433,2382.0,96.848619,-5.690051
NGC_2219,06 23 44.000,-04 41 42.000,2325.0,4.09638353910079,32.0,562.3413251903492,-0.49741747181964574,0.08034652979748572,2382.0,96.848619,-5.690051
Cl_Berkeley_39,07 46 48.480,-04 39 54.000,4707.86,7.3808322021346475,87.5,3333.61383008419,-0.19333333333333336,0.09897916861666452,2394.0,115.994805,-5.419897
NGC_2311,06 57 49.200,-04 36 57.600,2128.0666666666666,1.7665504751761494,147.45717840031816,428.24206896211,-0.49741747181964574,0.2626409105380758,2402.0,103.188542,-5.208598
[BDS2003]_88,06 54 34.000,-04 31 48.000,1791.0,0.9964176176191112,21.0,25.118864315095824,-0.49741747181964574,0.131971875802789,2402.0,103.188542,-5.208598
[KPR2005]_27,06 53 56.000,-04 23 24.000,1179.5,1.0333219738272263,112.15072616840445,393.366448111223,-0.49741747181964574,0.2994853989050899,2402.0,103.188542,-5.208598
Cl_Dolidze_33,18 41 14.000,-04 22 24.000,1930.0,3.2844877025222545,37.333333333333336,19.95262314968879,-0.49741747181964574,0.09691857164474507,2445.0,280.209808,-4.576897
Ass_Mon_OB_3,06 58 37.000,-04 20 06.000,2120.0,13.783777043731035,175.5,87.09635899560814,-0.49741747181964574,0.1025762650410743,2522.0,104.812769,-2.688042
Cl_Trumpler_35,18 42 57.840,-04 12 54.000,1573.65,1.8470662120105272,33.7,83.01411181789615,-0.49741747181964574,0.12279089350917663,2445.0,280.209808,-4.576897
C_0628-041,06 31 00.960,-04 10 58.800,8865.366666666667,2.7900970304013555,24.625,1000.0,-0.38,0.08540256356233002,2502.0,98.481709,-3.055542
[KPS2012]_MWSC_2891,18 19 46.000,-04 12 54.000,5325.0,3.136870277689794,85.5,1258.9254117941662,-0.49741747181964574,0.15008151977691714,2465.0,273.999042,-4.126743
[FSR2007]_0088,18 50 40.080,-04 09 28.800,3161.133333333333,2.0731634781156583,108.0,312.607936712395,-0.49741747181964574,0.20748540083047468,2429.0,283.321999,-4.728603
[KPS2012]_MWSC_2894,18 20 08.000,-04 05 12.000,3497.0,2.7124701812964687,35.0,3019.951720402019,-0.49741747181964574,0.10326281904779679,2465.0,273.999042,-4.126743
[IBP2002]_CC09,06 59 44.000,-04 04 00.000,2839.0,1.8452178104057613,30.0,3.1622776601683795,-0.49741747181964574,0.1159122269007869,2522.0,104.812769,-2.688042
Cl_Dolidze_32,18 41 02.400,-04 03 14.400,1596.3,1.627299965635472,23.25,1.0,-0.49741747181964574,0.10866010293302579,2445.0,280.209808,-4.576897
RAFGL_5216,06 59 17.000,-03 58 12.000,1943.0,5.111253334823958,71.5,22.387211385683376,-0.49741747181964574,0.1075181439183918,2522.0,104.812769,-2.688042
[KPS2012]_MWSC_2856,18 15 13.000,-03 55 30.000,4429.0,5.904696993298438,54.5,1584.8931924611109,-0.49741747181964574,0.08733571582357279,2465.0,273.999042,-4.126743
[FSR2007]_1099,06 34 30.000,-03 50 24.000,1952.0,3.432105127354716,45.5,431.519076827765,-0.49741747181964574,0.10466894539862674,2502.0,98.481709,-3.055542
[KPS2012]_MWSC_2989,18 45 56.000,-03 36 24.000,1174.0,0.7934436584744774,48.5,177.82794100389228,-0.49741747181964574,0.22475287906121325,2549.0,281.722563,-2.141012
[KPS2012]_MWSC_3004,18 50 18.000,-03 34 36.000,1388.0,2.527948400255893,27.0,495.45019080479057,-0.49741747181964574,0.09394858009124063,2429.0,283.321999,-4.728603
[KPS2012]_MWSC_3265,20 08 26.000,-03 32 36.000,1221.0,1.2178437548678025,24.0,2213.0947096056407,-0.49741747181964574,0.12761516175287135,2459.0,302.00092,-4.1268
[FSR2007]_0089,18 48 44.000,-03 31 06.000,1516.0,1.1993915767637449,42.5,199.52623149688827,-0.49741747181964574,0.17112222122884505,2549.0,281.722563,-2.141012
NGC_2184,06 06 45.600,-02 00 00.000,619.46,1.02062424199533,28.12034532781412,259.7518056597464,-0.49741747181964574,0.15089325470481654,2592.0,90.741476,-1.199518
[KPS2012]_MWSC_0593,05 36 19.000,-03 16 48.000,2325.0,2.9154441404411027,31.0,1288.2495516931324,-0.49741747181964574,0.09373913154419564,2448.0,82.896701,-4.370349
Cl_Berkeley_77,07 21 26.880,-03 14 02.400,4381.3,2.069507441969607,157.0,458.8744315209538,-0.49741747181964574,0.2503852671530633,2518.0,111.187287,-2.688044
NGC_2286,06 47 39.840,-03 10 01.200,2219.6,3.580243472810748,68.4,299.5356076242928,-0.49741747181964574,0.12565049711967233,2514.0,101.637625,-2.83644
Wit_2,07 01 22.000,-03 07 00.000,2830.0,2.896991962337045,88.5,609.5368972401694,-0.49741747181964574,0.15888775595490173,2522.0,104.812769,-2.688042
[KPS2012]_MWSC_1210,07 24 33.000,-02 53 00.000,1964.0,1.0148697957231687,21.5,716.1434102129027,-0.49741747181964574,0.13231421587419237,2518.0,111.187287,-2.688044
[KPS2012]_MWSC_0938,06 37 42.000,-02 49 06.000,1922.0,6.107670952443067,54.5,630.9573444801944,-0.49741747181964574,0.0858722567505669,2502.0,98.481709,-3.055542
[BDS2003]_125,18 46 04.000,-02 39 18.000,6699.0,8.469549749762441,23.0,1.0,-0.49741747181964574,0.04737248832639558,2549.0,281.722563,-2.141012
[KPR2005]_19,05 27 55.680,-01 59 13.200,337.12,3.047553307595364,142.29444311369264,28.634284106846035,-0.49741747181964574,0.19643132936907992,2560.0,81.402808,-1.953133
[KPS2012]_MWSC_0951,06 40 07.000,-01 44 42.000,4040.0,5.129705512928017,65.0,691.8309709189363,-0.49741747181964574,0.10232998313699927,2622.0,100.107893,-0.449605
[KPS2012]_MWSC_0830,06 17 53.000,-01 41 24.000,2589.0,5.591009965529456,44.0,1109.174815262401,-0.49741747181964574,0.0806442943626484,2598.0,93.854266,-0.931441
[KPR2005]_29,06 54 17.040,-01 40 12.000,835.8399999999997,1.5458700429297494,48.10810834703054,88.12652161226632,-0.49741747181964574,0.16036703169937305,2632.0,103.256324,-0.279719
[KPS2012]_MWSC_1118,07 08 06.000,-01 31 42.000,1544.0,0.572017521225786,29.5,749.8942093324557,-0.49741747181964574,0.20644234483223584,2644.0,106.417205,-0.187358
Cl_Berkeley_80,18 54 21.840,-01 12 50.400,1990.3,2.1386280104214825,38.5,223.8721138568337,0.0,0.12197060571347756,2661.0,283.256323,0.279719
Cl_Berkeley_79,18 45 00.000,-01 08 45.600,2372.4,1.532548683151016,41.25,6.3095734448019325,-0.49741747181964574,0.14914107802125237,2549.0,281.722563,-2.141012
Cl_Alessi_60,07 02 28.560,-01 07 12.000,2652.333333333333,1.0898969599652224,40.333333333333336,436.51583224016656,-0.49741747181964574,0.1748766311275222,2644.0,106.417205,-0.187358
[KPS2012]_MWSC_1316,07 42 31.000,-01 02 12.000,1292.0,2.1589048381747404,20.0,79.43282347242821,-0.49741747181964574,0.08749650166421227,2620.0,115.892143,-0.449605
Cl_Berkeley_37,07 20 18.000,-01 00 07.200,4652.025,3.382959814528101,189.5,423.62156298679633,-0.38,0.215153605755253,2640.0,109.582804,-0.187415
C_0719-008,07 21 50.160,-00 59 16.800,3195.05,1.8410752975579527,71.3,597.1506254224961,-0.49741747181964574,0.17889632972412997,2640.0,109.582804,-0.187415
NGC_6775,19 16 48.000,-00 55 18.000,2004.0,1.6791482074692428,25.0,707.9457843841373,-0.49741747181964574,0.1109220609830546,2653.0,289.582803,0.187415
[KPS2012]_MWSC_0960,06 42 04.000,-00 53 00.000,1298.0,1.0333219738272263,58.0,860.9937521846017,-0.49741747181964574,0.21537168481484836,2622.0,100.107893,-0.449605
Cl_Collinder_70,05 35 47.000,-00 52 48.000,392.83333333333326,6.0896787491227125,1200.5834294506649,15.519085617526324,0.14400000000000002,0.4036374205937043,2570.0,84.518919,-1.721023
Cl_Berkeley_24,06 37 48.480,-00 52 26.400,5482.166666666667,3.1559211771613347,86.875,1621.810097358933,-0.49741747181964574,0.15082619540439654,2622.0,100.107893,-0.449605
[KPS2012]_MWSC_1182,07 20 51.000,-00 50 36.000,2089.0,3.524366017875004,28.5,794.3282347242822,-0.49741747181964574,0.08174747903583579,2640.0,109.582804,-0.187415
[KPS2012]_MWSC_0925,06 36 05.000,-00 40 00.000,1551.0,1.7529569198854733,56.0,616.5950018614809,-0.49741747181964574,0.1624803451892785,2622.0,100.107893,-0.449605
Patchick_90,06 44 43.440,-00 31 55.200,6397.900000000002,3.3508680792079413,23.0,891.2509381337442,-0.49741747181964574,0.07531434335386838,2622.0,100.107893,-0.449605
NGC_6735,19 00 37.200,-00 29 52.800,2224.633333333333,3.7976999805454494,87.16666666666669,194.98445997580413,-0.49741747181964574,0.1377232726832861,2649.0,286.417205,0.187358
Cl_Berkeley_81,19 01 40.560,-00 27 14.400,3334.075,1.9663175475279588,56.625,1000.0,-0.15,0.15426582326145502,2649.0,286.417205,0.187358
[KPS2012]_MWSC_0917,06 34 36.960,-00 15 54.000,2143.833333333333,1.449130302846289,58.33333333333334,724.4359600749891,-0.49741747181964574,0.18238836033283126,2622.0,100.107893,-0.449605
Cl_Berkeley_34,07 00 23.280,-00 14 20.400,7491.099999999998,7.766907256944008,21.625,2818.382931264449,-0.49741747181964574,0.047967428791664296,2644.0,106.417205,-0.187358
[KPS2012]_MWSC_1007,06 53 09.600,-00 11 31.200,1485.9666666666665,0.8397814630373293,40.66666666666666,543.2503314924325,-0.49741747181964574,0.2000454081921234,2632.0,103.256324,-0.279719
[KPR2005]_28,06 54 18.000,-00 09 00.000,873.0,3.985670470476444,114.84704809456915,211.29381222441842,-0.49741747181964574,0.15431269821868318,2632.0,103.256324,-0.279719
[KPS2012]_MWSC_4288,16 44 11.000,-00 08 06.000,1994.0,3.2071563052245557,43.5,1035.1421666793449,-0.49741747181964574,0.10587099785394166,2639.0,250.417196,-0.187415
[KPS2012]_MWSC_1085,07 03 58.000,-00 05 06.000,1923.0,4.446974923077885,34.0,484.1723675840999,-0.49741747181964574,0.0794876320427564,2644.0,106.417205,-0.187358
[KPS2012]_MWSC_3043,19 03 53.000,-00 01 18.000,2687.0,3.0999659214816786,29.5,100.0,-0.49741747181964574,0.08867985806146901,2649.0,286.417205,0.187358
[KPS2012]_MWSC_0984,06 47 02.000,-00 00 36.000,2398.0,1.9743830571341647,51.0,213.79620895022325,-0.49741747181964574,0.14610390422114927,2632.0,103.256324,-0.279719
NAME_Herschel_1,07 46 41.760,00 08 13.200,365.96,1.15315852486141,33.41009999950813,321.5593343970898,-0.49741747181964574,0.1547343810064681,2620.0,115.892143,-0.449605
[KPS2012]_MWSC_0986,06 47 32.000,00 01 48.000,2204.0,1.826765632301704,51.0,158.48931924611108,-0.49741747181964574,0.15189242400917494,2632.0,103.256324,-0.279719
[KPS2012]_MWSC_2754,17 56 38.000,00 03 30.000,3260.0,9.33680212065315,46.0,3162.2776601683795,-0.49741747181964574,0.06380758087643568,2591.0,269.258524,-1.199518
C_0640+000,06 42 38.000,00 06 00.000,1195.0,2.7124701812964687,66.33333333333333,446.68359215096353,-0.49741747181964574,0.14215949291592658,2622.0,100.107893,-0.449605
Teutsch_146,18 51 27.000,00 10 30.000,4427.0,9.447515189277498,30.5,562.3413251903492,-0.49741747181964574,0.05165157410561771,2661.0,283.256323,0.279719
[KPS2012]_MWSC_1024,06 55 53.520,00 13 55.200,3391.4,1.0442266716153386,20.666666666666668,305.49211132155085,-0.49741747181964574,0.12788813899380624,2632.0,103.256324,-0.279719
C_0642+003,06 45 07.000,00 14 24.000,4681.6,11.058848255665906,29.75,4.7717066259517456,-0.49741747181964574,0.04714992179107029,2622.0,100.107893,-0.449605
NGC_2112,05 53 48.480,00 24 10.800,951.52,2.4964305782241745,383.375,1380.0204372070175,0.025,0.3562415640475755,2702.0,89.258524,1.199518
NGC_2301,06 51 46.320,00 27 54.000,831.6428571428571,2.0054158390496144,124.20468977902235,153.45719054087627,0.05333333333333334,0.22623469997809065,2632.0,103.256324,-0.279719
[FSR2007]_0098,18 47 37.000,00 36 24.000,5387.0,5.351131650176707,90.0,1.2589254117941662,-0.49741747181964574,0.11789377602725687,2661.0,283.256323,0.279719
[KPR2005]_22,06 14 31.000,00 39 36.000,1135.5,0.7196349460582468,91.72556636161129,210.41261317258,-0.49741747181964574,0.32454992991444753,2716.0,92.370172,1.464124
[KPS2012]_MWSC_1038,06 58 16.000,00 53 00.000,1753.0,3.3029398806263126,61.0,234.42288153199178,-0.49741747181964574,0.12353983706373074,2756.0,104.858002,2.264747
[KPR2005]_18,05 26 15.000,00 54 00.000,406.5,3.0261572090654485,164.25124999385162,12.138329569504796,-0.49741747181964574,0.21178784916028442,2678.0,83.025513,0.674387
NGC_2324,07 04 07.920,01 02 45.600,3789.2833333333333,4.073065105716692,80.6,459.3167265305745,-0.335,0.1278790160471771,2644.0,106.417205,-0.187358
NGC_2189,06 12 07.000,01 03 18.000,1468.0,2.343426619215317,51.0,1496.235656094436,-0.49741747181964574,0.13410712425857488,2716.0,92.370172,1.464124
NGC_2262,06 39 37.200,01 08 49.200,2997.2333333333336,1.5924757406179249,65.125,988.553094656937,-0.4,0.18383571845430643,2734.0,98.597192,1.953133
[KPS2012]_MWSC_1407,08 00 20.000,01 15 36.000,1508.0,1.4392698921164937,26.5,524.8074602497734,-0.49741747181964574,0.12335144966479948,2720.0,120.518928,1.720965
[KPS2012]_MWSC_4317,17 10 28.000,01 15 54.000,2391.0,3.2071563052245557,30.5,2660.7250597988136,-0.49741747181964574,0.08865072620832712,2743.0,258.277436,2.141012
C_1745+013,17 48 04.320,01 31 30.000,305.88,2.71090732506231,66.02542316345304,360.42826144671096,-0.49741747181964574,0.14187004361585281,2715.0,267.629828,1.464124
Teutsch_13,06 43 56.160,01 24 14.400,3645.833333333334,2.7704146862929298,37.66666666666666,19.724227361148525,-0.49741747181964574,0.1059982377620668,2744.0,101.722564,2.141012
[KPS2012]_MWSC_4547,20 12 13.000,01 31 30.000,4298.0,3.2071563052245557,25.0,1584.8931924611109,-0.49741747181964574,0.08026059634481947,2693.0,302.145787,0.931441
[KPS2012]_MWSC_0947,06 39 58.000,01 32 00.000,1202.0,0.9226089052028806,66.5,630.9573444801944,-0.49741747181964574,0.24405878375903853,2734.0,98.597192,1.953133
[KPS2012]_MWSC_3054,19 09 03.000,01 32 12.000,2847.0,2.8785397842329874,55.5,1258.9254117941662,-0.49741747181964574,0.12622716101728415,2765.0,287.999985,2.635102
[KPS2012]_MWSC_1140,07 11 37.000,01 36 18.000,1952.0,7.325514707310872,45.5,732.8245331389046,-0.49741747181964574,0.07164387494390263,2761.0,107.999983,2.308097
Cl_Alessi_44,19 41 18.000,01 35 31.200,541.12,7.259533020078938,213.88972587527599,199.37509939215363,-0.49741747181964574,0.15603896484873786,2673.0,295.892143,0.449605
NAME_25_Ori_Group,05 24 47.520,01 39 18.000,412.56000000000006,3.5614994990470907,172.1113476107778,8.86034509550594,-0.49741747181964574,0.19983923101972306,2792.0,81.518291,3.055542
NAME_HR_1833_Cluster,05 28 45.000,01 38 24.000,422.0,3.2071563052245557,426.7395202186224,12.434302846420845,-0.49741747181964574,0.3315994566304098,2678.0,83.025513,0.674387
[KPS2012]_MWSC_1375,07 53 01.000,01 43 12.000,3112.0,6.6427841174607405,20.5,151.35612484362068,-0.49741747181964574,0.05050034003135796,2728.0,117.402865,1.953132
C_0641+016,06 44 44.000,01 44 06.000,1261.0,3.2844877025222545,37.0,281.8382931264449,-0.49741747181964574,0.09648492932799659,2744.0,101.722564,2.141012
C_0643+018,06 46 38.160,01 46 33.600,2176.4,1.362522031984073,59.875,51.88000389289609,-0.49741747181964574,0.19056513091589697,2744.0,101.722564,2.141012
[KPS2012]_MWSC_0985,06 47 10.000,01 57 54.000,2910.0,5.6648186779456875,40.5,1161.4486138403413,-0.49741747181964574,0.07686470169549586,2744.0,101.722564,2.141012
[KPS2012]_MWSC_3119,19 25 47.000,02 00 18.000,1361.0,1.1624872205556296,40.0,1678.804018122559,-0.49741747181964574,0.16862747737896905,2775.0,291.187288,2.688044
C_0635+020,06 38 42.480,02 04 08.400,2165.66,5.433130588957684,412.7,1109.4412716250422,-0.49741747181964574,0.2505443443714925,2734.0,98.597192,1.953133
[KPR2005]_35,07 12 41.000,02 06 18.000,793.5,1.6791482074692428,138.0038188056873,230.3774718329408,-0.49741747181964574,0.26061144134591346,2761.0,107.999983,2.308097
Cl_Alessi_59,06 52 18.720,02 11 45.600,3641.9,2.2703295543353184,34.5,10.0,-0.49741747181964574,0.11206178535718311,2744.0,101.722564,2.141012
[KPS2012]_MWSC_5346,17 17 12.000,02 12 42.000,1952.0,3.2071563052245557,23.5,2041.7379446695315,-0.49741747181964574,0.07781553524900077,2743.0,258.277436,2.141012
C_0619+023,06 21 50.000,02 22 24.000,1467.0,2.380330975423432,93.66666666666669,436.51583224016656,-0.49741747181964574,0.18032930115742585,2724.0,95.481081,1.721023
Cl_Berkeley_35,07 09 57.840,02 44 02.400,5101.7,2.688543996280917,31.625,1161.4486138403413,-0.49741747181964574,0.09859369302817539,2761.0,107.999983,2.308097
[FSR2007]_0101,18 49 14.000,02 46 00.000,1657.0,1.2916524672840328,67.5,7.943282347242823,-0.49741747181964574,0.20781241464522032,2779.0,281.637625,2.83644
Cl_Melotte_186,18 02 23.520,03 15 36.000,452.71428571428567,7.1393748118491125,2847.221263553003,23.014371984483407,-0.49741747181964574,0.574080716382465,2825.0,269.108822,3.863748
